annee;atc2;l_atc2;region;boites;population;boites_pour_1000
2020;R05;MEDICAMENTS DU RHUME ET DE LA TOUX;76;1101459;5973969;184
2020;R05;MEDICAMENTS DU RHUME ET DE LA TOUX;84;1055224;8078652;131
2020;R05;MEDICAMENTS DU RHUME ET DE LA TOUX;93;1158082;5098666;227
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;11;8030238;12271794;654
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;24;1740739;2574863;676
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;27;1728192;2801695;617
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;28;2524456;3325522;759
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;32;4742465;5997734;791
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;44;3489719;5562651;627
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;52;2272549;3832120;593
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;53;2134669;3373835;633
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;75;4363468;6033952;723
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;76;4129659;5973969;691
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;84;4733955;8078652;586
2020;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;93;4037770;5098666;792
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;11;1925;12271794;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;24;656;2574863;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;27;573;2801695;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;28;755;3325522;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;32;1388;5997734;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;44;1269;5562651;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;52;902;3832120;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;53;1645;3373835;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;75;1364;6033952;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;76;1169;5973969;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;84;2135;8078652;0
2020;R07;AUTRES MEDICAMENTS DE L'APPAREIL RESPIRATOIRE;93;1139;5098666;0
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;11;12556296;12271794;1023
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;24;2591009;2574863;1006
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;27;2568875;2801695;917
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;28;3154619;3325522;949
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;32;5669682;5997734;945
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;44;5028164;5562651;904
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;52;3577447;3832120;934
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;53;3675197;3373835;1089
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;75;6118211;6033952;1014
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;76;6916258;5973969;1158
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;84;7333953;8078652;908
2020;S01;MEDICAMENTS OPHTALMOLOGIQUES;93;7297427;5098666;1431
2020;S02;MEDICAMENTS OTOLOGIQUES;11;873732;12271794;71
2020;S02;MEDICAMENTS OTOLOGIQUES;24;157112;2574863;61
2020;S02;MEDICAMENTS OTOLOGIQUES;27;175698;2801695;63
2020;S02;MEDICAMENTS OTOLOGIQUES;28;227893;3325522;69
2020;S02;MEDICAMENTS OTOLOGIQUES;32;563716;5997734;94
2020;S02;MEDICAMENTS OTOLOGIQUES;44;417927;5562651;75
2020;S02;MEDICAMENTS OTOLOGIQUES;52;214004;3832120;56
2020;S02;MEDICAMENTS OTOLOGIQUES;53;193854;3373835;57
2020;S02;MEDICAMENTS OTOLOGIQUES;75;442973;6033952;73
2020;S02;MEDICAMENTS OTOLOGIQUES;76;469850;5973969;79
2020;S02;MEDICAMENTS OTOLOGIQUES;84;484013;8078652;60
2020;S02;MEDICAMENTS OTOLOGIQUES;93;484223;5098666;95
2020;V01;ALLERGENES;11;73117;12271794;6
2020;V01;ALLERGENES;24;25198;2574863;10
2020;V01;ALLERGENES;27;19176;2801695;7
2020;V01;ALLERGENES;28;29065;3325522;9
2020;V01;ALLERGENES;32;39708;5997734;7
2020;V01;ALLERGENES;44;29691;5562651;5
2020;V01;ALLERGENES;52;44148;3832120;12
2020;V01;ALLERGENES;53;26075;3373835;8
2020;V01;ALLERGENES;75;67241;6033952;11
2020;V01;ALLERGENES;76;57764;5973969;10
2020;V01;ALLERGENES;84;82085;8078652;10
2020;V01;ALLERGENES;93;34956;5098666;7
2020;V03;TOUS AUTRES MEDICAMENTS;11;900594;12271794;73
2020;V03;TOUS AUTRES MEDICAMENTS;24;405128;2574863;157
2020;V03;TOUS AUTRES MEDICAMENTS;27;451126;2801695;161
2020;V03;TOUS AUTRES MEDICAMENTS;28;411785;3325522;124
2020;V03;TOUS AUTRES MEDICAMENTS;32;1430943;5997734;239
2020;V03;TOUS AUTRES MEDICAMENTS;44;1149625;5562651;207
2020;V03;TOUS AUTRES MEDICAMENTS;52;470922;3832120;123
2020;V03;TOUS AUTRES MEDICAMENTS;53;403070;3373835;119
2020;V03;TOUS AUTRES MEDICAMENTS;75;1078913;6033952;179
2020;V03;TOUS AUTRES MEDICAMENTS;76;956921;5973969;160
2020;V03;TOUS AUTRES MEDICAMENTS;84;1180877;8078652;146
2020;V03;TOUS AUTRES MEDICAMENTS;93;935075;5098666;183
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;11;118624;12271794;10
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;24;12324;2574863;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;27;14918;2801695;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;28;15121;3325522;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;32;30649;5997734;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;44;34791;5562651;6
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;52;14393;3832120;4
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;53;15960;3373835;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;75;30094;6033952;5
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;76;42603;5973969;7
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;84;59438;8078652;7
2020;V04;MEDICAMENTS POUR DIAGNOSTIC;93;44139;5098666;9
2020;V08;PRODUITS DE CONTRASTE;11;1190931;12271794;97
2020;V08;PRODUITS DE CONTRASTE;24;236327;2574863;92
2020;V08;PRODUITS DE CONTRASTE;27;245474;2801695;88
2020;V08;PRODUITS DE CONTRASTE;28;311636;3325522;94
2020;V08;PRODUITS DE CONTRASTE;32;673600;5997734;112
2020;V08;PRODUITS DE CONTRASTE;44;482300;5562651;87
2020;V08;PRODUITS DE CONTRASTE;52;287418;3832120;75
2020;V08;PRODUITS DE CONTRASTE;53;275171;3373835;82
2020;V08;PRODUITS DE CONTRASTE;75;538474;6033952;89
2020;V08;PRODUITS DE CONTRASTE;76;586244;5973969;98
2020;V08;PRODUITS DE CONTRASTE;84;748602;8078652;93
2020;V08;PRODUITS DE CONTRASTE;93;610350;5098666;120
2019;A01;PREPARATIONS STOMATOLOGIQUES;11;4259450;12262544;347
2019;A01;PREPARATIONS STOMATOLOGIQUES;24;758574;2573180;295
2019;A01;PREPARATIONS STOMATOLOGIQUES;27;721583;2805580;257
2019;A01;PREPARATIONS STOMATOLOGIQUES;28;989685;3325032;298
2019;A01;PREPARATIONS STOMATOLOGIQUES;32;2196422;6004947;366
2019;A01;PREPARATIONS STOMATOLOGIQUES;44;1770844;5556219;319
2019;A01;PREPARATIONS STOMATOLOGIQUES;52;1042454;3806461;274
2019;A01;PREPARATIONS STOMATOLOGIQUES;53;946179;3354854;282
2019;A01;PREPARATIONS STOMATOLOGIQUES;75;2199383;6010289;366
2019;A01;PREPARATIONS STOMATOLOGIQUES;76;2338775;5933185;394
2019;A01;PREPARATIONS STOMATOLOGIQUES;84;2465071;8042936;306
2019;A01;PREPARATIONS STOMATOLOGIQUES;93;2589726;5081101;510
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;11;16325151;12262544;1331
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;24;4168097;2573180;1620
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;27;4481816;2805580;1597
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;28;5366010;3325032;1614
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;32;10512996;6004947;1751
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;44;9015962;5556219;1623
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;52;4616984;3806461;1213
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;53;4652067;3354854;1387
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;75;10072291;6010289;1676
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;76;9380262;5933185;1581
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;84;10502394;8042936;1306
2019;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;93;9902195;5081101;1949
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;11;7978146;12262544;651
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;24;1834054;2573180;713
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;27;1937960;2805580;691
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;28;2324323;3325032;699
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;32;5308352;6004947;884
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;44;4282359;5556219;771
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;52;2040639;3806461;536
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;53;1821559;3354854;543
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;75;5328178;6010289;887
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;76;4482808;5933185;756
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;84;4772948;8042936;593
2019;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;93;5343937;5081101;1052
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;11;1342506;12262544;109
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;24;303413;2573180;118
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;27;345727;2805580;123
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;28;417725;3325032;126
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;32;989794;6004947;165
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;44;775350;5556219;140
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;52;328572;3806461;86
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;53;313642;3354854;93
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;75;803846;6010289;134
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;76;865646;5933185;146
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;84;778255;8042936;97
2019;A04;ANTIEMETIQUES ET ANTINAUSEEUX;93;839578;5081101;165
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;11;309793;12262544;25
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;24;64455;2573180;25
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;27;75610;2805580;27
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;28;73265;3325032;22
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;32;177438;6004947;30
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;44;181409;5556219;33
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;52;70321;3806461;18
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;53;80183;3354854;24
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;75;159944;6010289;27
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;76;205310;5933185;35
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;84;242519;8042936;30
2019;A05;THERAPEUTIQUE HEPATIQUE ET BILIAIRE;93;260604;5081101;51
2019;A06;LAXATIFS;11;6832947;12262544;557
2019;A06;LAXATIFS;24;1740763;2573180;677
2019;A06;LAXATIFS;27;1717169;2805580;612
2019;A06;LAXATIFS;28;2460923;3325032;740
2019;A06;LAXATIFS;32;4707842;6004947;784
2019;A06;LAXATIFS;44;3242994;5556219;584
2019;A06;LAXATIFS;52;2598496;3806461;683
2019;A06;LAXATIFS;53;2125728;3354854;634
2019;A06;LAXATIFS;75;4923783;6010289;819
2019;A06;LAXATIFS;76;4614180;5933185;778
2019;A06;LAXATIFS;84;4781867;8042936;595
2019;A06;LAXATIFS;93;4067653;5081101;801
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;11;2700588;12262544;220
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;24;528216;2573180;205
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;27;628851;2805580;224
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;28;784104;3325032;236
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;32;2041419;6004947;340
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;44;1406638;5556219;253
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;52;597784;3806461;157
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;53;590281;3354854;176
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;75;1210685;6010289;201
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;76;1171926;5933185;198
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;84;1496231;8042936;186
2019;A07;ANTIDIARRHEIQUES, ANTIINFLAMMATOIRES ET ANTIINFECTIEUX INTESTINAUX;93;1276485;5081101;251
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;11;183151;12262544;15
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;24;55218;2573180;21
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;27;67372;2805580;24
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;28;63920;3325032;19
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;32;151696;6004947;25
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;44;128248;5556219;23
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;52;72258;3806461;19
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;53;85513;3354854;25
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;75;134111;6010289;22
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;76;122799;5933185;21
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;84;181666;8042936;23
2019;A09;MEDICAMENTS DE LA DIGESTION, ENZYMES INCLUSES;93;142368;5081101;28
2019;A10;MEDICAMENTS DU DIABETE;11;10837234;12262544;884
2019;A10;MEDICAMENTS DU DIABETE;24;2852879;2573180;1109
2019;A10;MEDICAMENTS DU DIABETE;27;3134144;2805580;1117
2019;A10;MEDICAMENTS DU DIABETE;28;3324562;3325032;1000
2019;A10;MEDICAMENTS DU DIABETE;32;7081507;6004947;1179
2019;A10;MEDICAMENTS DU DIABETE;44;6225381;5556219;1120
2019;A10;MEDICAMENTS DU DIABETE;52;2790015;3806461;733
2019;A10;MEDICAMENTS DU DIABETE;53;2369160;3354854;706
2019;A10;MEDICAMENTS DU DIABETE;75;6132099;6010289;1020
2019;A10;MEDICAMENTS DU DIABETE;76;5949920;5933185;1003
2019;A10;MEDICAMENTS DU DIABETE;84;7530491;8042936;936
2019;A10;MEDICAMENTS DU DIABETE;93;6305956;5081101;1241
2019;A11;VITAMINES;11;10037881;12262544;819
2019;A11;VITAMINES;24;1695804;2573180;659
2019;A11;VITAMINES;27;1978050;2805580;705
2019;A11;VITAMINES;28;2299680;3325032;692
2019;A11;VITAMINES;32;5297848;6004947;882
2019;A11;VITAMINES;44;4513101;5556219;812
2019;A11;VITAMINES;52;2580761;3806461;678
2019;A11;VITAMINES;53;2397692;3354854;715
2019;A11;VITAMINES;75;4099426;6010289;682
2019;A11;VITAMINES;76;3612265;5933185;609
2019;A11;VITAMINES;84;4755981;8042936;591
2019;A11;VITAMINES;93;4522923;5081101;890
2019;A12;SUPPLEMENTS MINERAUX;11;2680883;12262544;219
2019;A12;SUPPLEMENTS MINERAUX;24;730201;2573180;284
2019;A12;SUPPLEMENTS MINERAUX;27;920496;2805580;328
2019;A12;SUPPLEMENTS MINERAUX;28;1070972;3325032;322
2019;A12;SUPPLEMENTS MINERAUX;32;2157819;6004947;359
2019;A12;SUPPLEMENTS MINERAUX;44;2921641;5556219;526
2019;A12;SUPPLEMENTS MINERAUX;52;1147003;3806461;301
2019;A12;SUPPLEMENTS MINERAUX;53;1116777;3354854;333
2019;A12;SUPPLEMENTS MINERAUX;75;1795281;6010289;299
2019;A12;SUPPLEMENTS MINERAUX;76;1501515;5933185;253
2019;A12;SUPPLEMENTS MINERAUX;84;1902679;8042936;237
2019;A12;SUPPLEMENTS MINERAUX;93;1452284;5081101;286
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;11;289608;12262544;24
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;24;67798;2573180;26
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;27;88183;2805580;31
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;28;101207;3325032;30
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;32;248688;6004947;41
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;44;211044;5556219;38
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;52;108933;3806461;29
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;53;98802;3354854;29
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;75;165150;6010289;27
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;76;289298;5933185;49
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;84;268739;8042936;33
2019;A16;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;93;272108;5081101;54
2019;B01;ANTITHROMBOTIQUES;11;10640456;12262544;868
2019;B01;ANTITHROMBOTIQUES;24;3350691;2573180;1302
2019;B01;ANTITHROMBOTIQUES;27;3806758;2805580;1357
2019;B01;ANTITHROMBOTIQUES;28;4475147;3325032;1346
2019;B01;ANTITHROMBOTIQUES;32;8269484;6004947;1377
2019;B01;ANTITHROMBOTIQUES;44;7642907;5556219;1376
2019;B01;ANTITHROMBOTIQUES;52;4426805;3806461;1163
2019;B01;ANTITHROMBOTIQUES;53;4282715;3354854;1277
2019;B01;ANTITHROMBOTIQUES;75;8206607;6010289;1365
2019;B01;ANTITHROMBOTIQUES;76;7975018;5933185;1344
2019;B01;ANTITHROMBOTIQUES;84;9166627;8042936;1140
2019;B01;ANTITHROMBOTIQUES;93;7354355;5081101;1447
2019;B02;ANTIHEMMORRAGIQUES;11;280882;12262544;23
2019;B02;ANTIHEMMORRAGIQUES;24;60217;2573180;23
2019;B02;ANTIHEMMORRAGIQUES;27;59170;2805580;21
2019;B02;ANTIHEMMORRAGIQUES;28;78650;3325032;24
2019;B02;ANTIHEMMORRAGIQUES;32;146366;6004947;24
2019;B02;ANTIHEMMORRAGIQUES;44;132230;5556219;24
2019;B02;ANTIHEMMORRAGIQUES;52;81588;3806461;21
2019;B02;ANTIHEMMORRAGIQUES;53;74936;3354854;22
2019;B02;ANTIHEMMORRAGIQUES;75;140551;6010289;23
2019;B02;ANTIHEMMORRAGIQUES;76;145017;5933185;24
2019;B02;ANTIHEMMORRAGIQUES;84;179503;8042936;22
2019;B02;ANTIHEMMORRAGIQUES;93;147187;5081101;29
2019;B03;PREPARATIONS ANTIANEMIQUES;11;4422570;12262544;361
2019;B03;PREPARATIONS ANTIANEMIQUES;24;742919;2573180;289
2019;B03;PREPARATIONS ANTIANEMIQUES;27;919233;2805580;328
2019;B03;PREPARATIONS ANTIANEMIQUES;28;1142036;3325032;343
2019;B03;PREPARATIONS ANTIANEMIQUES;32;2365649;6004947;394
2019;B03;PREPARATIONS ANTIANEMIQUES;44;1979991;5556219;356
2019;B03;PREPARATIONS ANTIANEMIQUES;52;1063645;3806461;279
2019;B03;PREPARATIONS ANTIANEMIQUES;53;1096995;3354854;327
2019;B03;PREPARATIONS ANTIANEMIQUES;75;1685202;6010289;280
2019;B03;PREPARATIONS ANTIANEMIQUES;76;1919548;5933185;324
2019;B03;PREPARATIONS ANTIANEMIQUES;84;2109983;8042936;262
2019;B03;PREPARATIONS ANTIANEMIQUES;93;2037381;5081101;401
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;11;2759866;12262544;225
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;24;444352;2573180;173
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;27;498005;2805580;178
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;28;1010725;3325032;304
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;32;1480103;6004947;246
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;44;1679806;5556219;302
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;52;533244;3806461;140
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;53;663296;3354854;198
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;75;1781152;6010289;296
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;76;2044215;5933185;345
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;84;1829900;8042936;228
2019;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;93;3039041;5081101;598
2019;C01;MEDICAMENTS EN CARDIOLOGIE;11;2031667;12262544;166
2019;C01;MEDICAMENTS EN CARDIOLOGIE;24;678207;2573180;264
2019;C01;MEDICAMENTS EN CARDIOLOGIE;27;679940;2805580;242
2019;C01;MEDICAMENTS EN CARDIOLOGIE;28;859328;3325032;258
2019;C01;MEDICAMENTS EN CARDIOLOGIE;32;1523008;6004947;254
2019;C01;MEDICAMENTS EN CARDIOLOGIE;44;1557191;5556219;280
2019;C01;MEDICAMENTS EN CARDIOLOGIE;52;739345;3806461;194
2019;C01;MEDICAMENTS EN CARDIOLOGIE;53;724785;3354854;216
2019;C01;MEDICAMENTS EN CARDIOLOGIE;75;1680998;6010289;280
2019;C01;MEDICAMENTS EN CARDIOLOGIE;76;1568939;5933185;264
2019;C01;MEDICAMENTS EN CARDIOLOGIE;84;1572844;8042936;196
2019;C01;MEDICAMENTS EN CARDIOLOGIE;93;1495519;5081101;294
2019;C02;ANTIHYPERTENSEURS;11;1147690;12262544;94
2019;C02;ANTIHYPERTENSEURS;24;353796;2573180;137
2019;C02;ANTIHYPERTENSEURS;27;418944;2805580;149
2019;C02;ANTIHYPERTENSEURS;28;470243;3325032;141
2019;C02;ANTIHYPERTENSEURS;32;1266259;6004947;211
2019;C02;ANTIHYPERTENSEURS;44;1045792;5556219;188
2019;C02;ANTIHYPERTENSEURS;52;351241;3806461;92
2019;C02;ANTIHYPERTENSEURS;53;352462;3354854;105
2019;C02;ANTIHYPERTENSEURS;75;746555;6010289;124
2019;C02;ANTIHYPERTENSEURS;76;553440;5933185;93
2019;C02;ANTIHYPERTENSEURS;84;706778;8042936;88
2019;C02;ANTIHYPERTENSEURS;93;633323;5081101;125
2019;C03;DIURETIQUES;11;3479382;12262544;284
2019;C03;DIURETIQUES;24;1246866;2573180;485
2019;C03;DIURETIQUES;27;1603966;2805580;572
2019;C03;DIURETIQUES;28;1709711;3325032;514
2019;C03;DIURETIQUES;32;3035745;6004947;506
2019;C03;DIURETIQUES;44;3126494;5556219;563
2019;C03;DIURETIQUES;52;1597894;3806461;420
2019;C03;DIURETIQUES;53;1569337;3354854;468
2019;C03;DIURETIQUES;75;3215816;6010289;535
2019;C03;DIURETIQUES;76;2800587;5933185;472
2019;C03;DIURETIQUES;84;3873398;8042936;482
2019;C03;DIURETIQUES;93;2442809;5081101;481
2019;C07;BETABLOQUANTS;11;6595674;12262544;538
2019;C07;BETABLOQUANTS;24;2329325;2573180;905
2019;C07;BETABLOQUANTS;27;2292865;2805580;817
2019;C07;BETABLOQUANTS;28;2794674;3325032;840
2019;C07;BETABLOQUANTS;32;5449539;6004947;908
2019;C07;BETABLOQUANTS;44;4617520;5556219;831
2019;C07;BETABLOQUANTS;52;2571002;3806461;675
2019;C07;BETABLOQUANTS;53;2594003;3354854;773
2019;C07;BETABLOQUANTS;75;5325283;6010289;886
2019;C07;BETABLOQUANTS;76;4220765;5933185;711
2019;C07;BETABLOQUANTS;84;5354578;8042936;666
2019;C07;BETABLOQUANTS;93;4104735;5081101;808
2019;C08;INHIBITEURS CALCIQUES;11;4116224;12262544;336
2019;C08;INHIBITEURS CALCIQUES;24;1061082;2573180;412
2019;C08;INHIBITEURS CALCIQUES;27;1095333;2805580;390
2019;C08;INHIBITEURS CALCIQUES;28;1310206;3325032;394
2019;C08;INHIBITEURS CALCIQUES;32;2309566;6004947;385
2019;C08;INHIBITEURS CALCIQUES;44;2085728;5556219;375
2019;C08;INHIBITEURS CALCIQUES;52;1197797;3806461;315
